"domain","X_worker_id","results"
"http://splitsider.com",33805118,"non_trad_news"
"http://sports.yahoo.com",36113457,"non_trad_news"
"http://sports.yahoo.com",39920459,"non_trad_news"
"http://sports.yahoo.com",35377304,"non_trad_news"
"http://sports.yahoo.com",37869484,"non_trad_news"
"http://sports.yahoo.com",40245758,"trad_news"
"http://support.google.com",40640602,"no_profit"
"http://support.google.com",38511900,"no_profit"
"http://support.google.com",42472271,"no_profit"
"http://support.google.com",34391904,"no_profit"
"http://support.google.com",35077324,"no"
"http://thebloxwichtelegraph.com",15439343,"non_trad_news"
"http://thebloxwichtelegraph.com",11051473,"non_trad_news"
"http://thebloxwichtelegraph.com",33827939,"trad_news"
"http://thebloxwichtelegraph.com",36596402,"trad_news"
"http://thebloxwichtelegraph.com",40297287,"non_trad_news"
"http://thebloxwichtelegraph.com",42259233,"trad_news"
"http://thedancingrest.com",40640510,"yes"
"http://thedancingrest.com",42472222,"yes"
"http://thedancingrest.com",35597775,"no"
"http://thedancingrest.com",35597733,"no"
"http://thedancingrest.com",31001292,"yes"
"http://thedancingrest.com",32655193,"yes"
"http://tools.ietf.org",32073845,"no_profit"
"http://tools.ietf.org",36531316,"no_profit"
"http://tools.ietf.org",25411600,"vendor"
"http://tools.ietf.org",36606873,"no_profit"
"http://tools.ietf.org",6355877,"no"
"http://twitter.com",42414846,"no_profit"
"http://twitter.com",25864227,"no"
"http://twitter.com",40338958,"no_profit"
"http://twitter.com",41142695,"no"
"http://twitter.com",36531316,"no_profit"
"http://uk.soccerway.com",32417589,"no_profit"
"http://uk.soccerway.com",40640600,"no_profit"
"http://uk.soccerway.com",42472271,"no"
"http://uk.soccerway.com",42471936,"cultural"
"http://uk.soccerway.com",34391904,"no"
"http://viaf.org",39920459,"cultural"
"http://viaf.org",38425753,"cultural"
"http://viaf.org",37869484,"cultural"
"http://viaf.org",40245758,"ne"
"http://viaf.org",35377304,"cultural"
"http://viaf.org",42372714,"ne"
"http://vimeo.com",40640602,"no_profit"
"http://vimeo.com",40640600,"no_profit"
"http://vimeo.com",42471936,"no"
"http://vimeo.com",42472203,"no"
"http://vimeo.com",35077385,"no_profit"
"http://vimeo.com",32717039,"no_profit"
"http://vk.com",35644614,"no"
"http://vk.com",32717039,"nw"
"http://vk.com",38164483,"nw"
"http://vk.com",33803814,"nw"
"http://vk.com",42471886,"nw"
"http://vocab.getty.edu",36621052,"academia_pub"
"http://vocab.getty.edu",11021010,"no"
"http://vocab.getty.edu",30055681,"academia_other"
"http://vocab.getty.edu",38427455,"no"
"http://vocab.getty.edu",40323250,"academia_uni"
"http://web.archive.org",33731955,"no_profit"
"http://web.archive.org",32417589,"no_profit"
"http://web.archive.org",42472271,"no"
"http://web.archive.org",40640510,"no_profit"
"http://web.archive.org",36922135,"vendor"
"http://wevegotyoucovered.buzznet.com",36113457,"non_trad_news"
"http://wevegotyoucovered.buzznet.com",39538622,"non_trad_news"
"http://wevegotyoucovered.buzznet.com",35377304,"non_trad_news"
"http://wevegotyoucovered.buzznet.com",38425753,"no"
"http://wevegotyoucovered.buzznet.com",39920459,"non_trad_news"
"http://wevegotyoucovered.buzznet.com",42372714,"non_trad_news"
"http://whc.unesco.org",33732609,"no"
"http://whc.unesco.org",32774592,"yes"
"http://whc.unesco.org",35679318,"yes"
"http://whc.unesco.org",39731476,"yes"
"http://whc.unesco.org",35077410,"yes"
"http://whc.unesco.org",35597778,"yes"
"http://www-history.mcs.st-andrews.ac.uk",33732609,"academia_pub"
"http://www-history.mcs.st-andrews.ac.uk",35679318,"academia_uni"
"http://www-history.mcs.st-andrews.ac.uk",38040317,"no"
"http://www-history.mcs.st-andrews.ac.uk",35597774,"academia_uni"
"http://www-history.mcs.st-andrews.ac.uk",33573033,"no"
"http://www.4shared.com",25411600,"vendor"
"http://www.4shared.com",36606873,"vendor"
"http://www.4shared.com",6355877,"vendor"
"http://www.4shared.com",41983503,"no_profit"
"http://www.4shared.com",39201925,"no_profit"
"http://www.4shared.com",42472244,"no"
"http://www.4shared.com",38040154,"no"
"http://www.4shared.com",35077410,"no"
"http://www.aada.edu",35597778,"academia_uni"
"http://www.aada.edu",35644614,"academia_uni"
"http://www.aada.edu",34550698,"academia_uni"
"http://www.aada.edu",38511900,"academia_uni"
"http://www.aada.edu",33573033,"academia_uni"
"http://www.aada.edu",42472203,"academia_uni"
"http://www.aada.edu",32417589,"academia_uni"
"http://www.allmusic.com",25411600,"vendor"
"http://www.allmusic.com",6355877,"vendor"
"http://www.allmusic.com",41983503,"no_profit"
"http://www.allmusic.com",38040154,"no"
"http://www.allmusic.com",32774592,"no"
"http://www.allmusic.com",38040317,"no"
"http://www.annualreviews.org",42414846,"vendor"
"http://www.annualreviews.org",25864227,"cultural"
"http://www.annualreviews.org",40338958,"vendor"
"http://www.annualreviews.org",41142695,"no"
"http://www.annualreviews.org",32073845,"cultural"
"http://www.arabianbusiness.com",33732609,"non_trad_news"
"http://www.arabianbusiness.com",35679318,"non_trad_news"
"http://www.arabianbusiness.com",38040317,"non_trad_news"
"http://www.arabianbusiness.com",32774592,"trad_news"
"http://www.arabianbusiness.com",35077410,"non_trad_news"
"http://www.archive.org",36596402,"cultural"
"http://www.archive.org",34436396,"no_profit"
"http://www.archive.org",27985936,"no"
"http://www.archive.org",42259233,"vendor"
"http://www.archive.org",42405769,"cultural"
"http://www.archive.org",39073124,"cultural"
"http://www.archlinux.org",39920459,"vendor"
"http://www.archlinux.org",38425753,"vendor"
"http://www.archlinux.org",37869484,"vendor"
"http://www.archlinux.org",40245758,"vendor"
"http://www.archlinux.org",35377304,"no_profit"
"http://www.archlinux.org",42372714,"cultural"
"http://www.artic.edu",21353389,"no"
"http://www.artic.edu",40950428,"academia_uni"
"http://www.artic.edu",38012668,"academia_other"
"http://www.artic.edu",42565441,"academia_uni"
"http://www.artic.edu",38427455,"no"
"http://www.artic.edu",30055681,"academia_other"
"http://www.artistdirect.com",42565441,"non_trad_news"
"http://www.artistdirect.com",29971516,"trad_news"
"http://www.artistdirect.com",39332461,"non_trad_news"
"http://www.artistdirect.com",41110198,"trad_news"
"http://www.artistdirect.com",39554633,"non_trad_news"
"http://www.artsbma.org",35597778,"cultural"
"http://www.artsbma.org",34550698,"cultural"
"http://www.artsbma.org",38511900,"cultural"
"http://www.artsbma.org",42024632,"cultural"
"http://www.artsbma.org",33573033,"cultural"
"http://www.artsbma.org",35597784,"no"
"http://www.artsbma.org",38040405,"cultural"
"http://www.artsjournal.com",31001292,"non_trad_news"
"http://www.artsjournal.com",39554633,"non_trad_news"
"http://www.artsjournal.com",39538622,"non_trad_news"
"http://www.artsjournal.com",41110198,"non_trad_news"
"http://www.artsjournal.com",34630521,"non_trad_news"
"http://www.artsjournal.com",39616594,"trad_news"
"http://www.artsjournal.com",40245758,"trad_news"
"http://www.audacityteam.org",36113457,"no"
"http://www.audacityteam.org",39538622,"vendor"
"http://www.audacityteam.org",35377304,"no"
"http://www.audacityteam.org",38425753,"vendor"
"http://www.audacityteam.org",39920459,"vendor"
"http://www.audacityteam.org",42372714,"vendor"
"http://www.badmintonlink.com",35644614,"ne"
"http://www.badmintonlink.com",32717039,"nw"
"http://www.badmintonlink.com",33803814,"ne"
"http://www.badmintonlink.com",42471886,"ne"
"http://www.badmintonlink.com",38040405,"no"
"http://www.bbc.co.uk",41652222,"trad_news"
"http://www.bbc.co.uk",40323250,"trad_news"
"http://www.bbc.co.uk",39554633,"trad_news"
"http://www.bbc.co.uk",41110198,"trad_news"
"http://www.bbc.co.uk",39538622,"trad_news"
"http://www.billgladstone.ca",32777849,"yes"
"http://www.billgladstone.ca",29971516,"yes"
"http://www.billgladstone.ca",36621052,"yes"
"http://www.billgladstone.ca",21353389,"yes"
"http://www.billgladstone.ca",36820845,"no"
"http://www.billgladstone.ca",11021010,"no"
"http://www.billgladstone.ca",42372714,"yes"
"http://www.bindingdb.org",41652222,"academia_uni"
"http://www.bindingdb.org",30055681,"no"
"http://www.bindingdb.org",34630521,"academia_pub"
"http://www.bindingdb.org",36113457,"no"
"http://www.bindingdb.org",15439343,"academia_uni"
"http://www.bizjournals.com",36596402,"trad_news"
"http://www.bizjournals.com",34436396,"non_trad_news"
"http://www.bizjournals.com",27985936,"non_trad_news"
"http://www.bizjournals.com",42259233,"trad_news"
"http://www.bizjournals.com",42405769,"trad_news"
"http://www.bizjournals.com",39073124,"trad_news"
"http://www.blackfilm.com",38012668,"no_profit"
"http://www.blackfilm.com",39332461,"vendor"
"http://www.blackfilm.com",29971516,"cultural"
"http://www.blackfilm.com",42565441,"no"
"http://www.blackfilm.com",37869484,"no_profit"
"http://www.blakeschool.org",33732609,"academia_uni"
"http://www.blakeschool.org",35679318,"academia_uni"
"http://www.blakeschool.org",39731476,"academia_uni"
"http://www.blakeschool.org",38040154,"academia_pub"
"http://www.blakeschool.org",35077410,"academia_uni"
"http://www.blakeschool.org",35597778,"academia_uni"
"http://www.blend4web.com",35597778,"no_profit"
"http://www.blend4web.com",34550698,"vendor"
"http://www.blend4web.com",38511900,"vendor"
"http://www.blend4web.com",42024632,"vendor"
"http://www.blend4web.com",33573033,"vendor"
"http://www.blend4web.com",35597784,"no_profit"
"http://www.blend4web.com",38040405,"vendor"
"http://www.boxofficemojo.com",25411600,"vendor"
"http://www.boxofficemojo.com",36606873,"no_profit"
"http://www.boxofficemojo.com",6355877,"vendor"
"http://www.boxofficemojo.com",37660122,"no_profit"
"http://www.boxofficemojo.com",39201925,"no"
"http://www.boxofficemojo.com",42472244,"no"
"http://www.boxofficemojo.com",32774592,"no"
"http://www.boxofficemojo.com",35077410,"no"
"http://www.bristol.ac.uk",35679318,"academia_uni"
"http://www.bristol.ac.uk",38040317,"academia_uni"
"http://www.bristol.ac.uk",34550698,"academia_uni"
"http://www.bristol.ac.uk",42024632,"academia_uni"
"http://www.bristol.ac.uk",35597784,"academia_uni"
"http://www.bristol.ac.uk",42472203,"academia_uni"
"http://www.bristol.ac.uk",32417589,"academia_uni"
"http://www.bristol.ac.uk",42472222,"academia_uni"
"http://www.britannica.com",38012668,"no_profit"
"http://www.britannica.com",39332461,"cultural"
"http://www.britannica.com",29971516,"cultural"
"http://www.britannica.com",42565441,"cultural"
"http://www.britannica.com",37869484,"no_profit"
"http://www.britishlistedbuildings.co.uk",33731955,"no_profit"
"http://www.britishlistedbuildings.co.uk",32417589,"no_profit"
"http://www.britishlistedbuildings.co.uk",42472271,"cultural"
"http://www.britishlistedbuildings.co.uk",40640510,"no_profit"
"http://www.britishlistedbuildings.co.uk",35597775,"no_profit"
"http://www.britishmuseum.org",35597807,"cultural"
"http://www.britishmuseum.org",38164483,"cultural"
"http://www.britishmuseum.org",33731955,"cultural"
"http://www.britishmuseum.org",42471779,"cultural"
"http://www.britishmuseum.org",34098122,"cultural"
"http://www.brooklynmuseum.org",36621052,"cultural"
"http://www.brooklynmuseum.org",11021010,"cultural"
"http://www.brooklynmuseum.org",30055681,"cultural"
"http://www.brooklynmuseum.org",38427455,"cultural"
"http://www.brooklynmuseum.org",40323250,"cultural"
"http://www.businessinsider.com",32417589,"non_trad_news"
"http://www.businessinsider.com",40640600,"trad_news"
"http://www.businessinsider.com",38164483,"non_trad_news"
"http://www.businessinsider.com",42471936,"trad_news"
"http://www.businessinsider.com",34391904,"non_trad_news"
"http://www.bvbinfo.com",32073845,"cultural"
"http://www.bvbinfo.com",36531316,"political"
"http://www.bvbinfo.com",25411600,"vendor"
"http://www.bvbinfo.com",36606873,"no_profit"
"http://www.bvbinfo.com",6355877,"no_profit"
"http://www.canada.com",25411600,"non_trad_news"
"http://www.canada.com",6355877,"non_trad_news"
"http://www.canada.com",37660122,"non_trad_news"
"http://www.canada.com",41983503,"non_trad_news"
"http://www.canada.com",38040154,"non_trad_news"
"http://www.canada.com",32774592,"trad_news"
"http://www.canada.com",33573033,"non_trad_news"
"http://www.catholic-hierarchy.org",36596402,"political"
"http://www.catholic-hierarchy.org",34436396,"political"
"http://www.catholic-hierarchy.org",27985936,"political"
"http://www.catholic-hierarchy.org",42259233,"political"
"http://www.catholic-hierarchy.org",42405769,"political"
"http://www.catholic-hierarchy.org",39073124,"political"
"http://www.cb300.com",35597784,"no"
"http://www.cb300.com",35644614,"no"
"http://www.cb300.com",33803814,"cultural"
"http://www.cb300.com",42471886,"cultural"
"http://www.cb300.com",38040405,"no"
"http://www.cdbaby.com",27985936,"vendor"
"http://www.cdbaby.com",42405769,"vendor"
"http://www.cdbaby.com",42414846,"vendor"
"http://www.cdbaby.com",39073124,"vendor"
"http://www.cdbaby.com",40338958,"vendor"
"http://www.census.gov",36596402,"yes"
"http://www.census.gov",34436396,"yes"
"http://www.census.gov",27985936,"yes"
"http://www.census.gov",42259233,"yes"
"http://www.census.gov",42405769,"yes"
"http://www.census.gov",39073124,"yes"
"http://www.ciaaw.org",31001292,"academia_pub"
"http://www.ciaaw.org",39554633,"academia_uni"
"http://www.ciaaw.org",39538622,"academia_pub"
"http://www.ciaaw.org",41110198,"academia_uni"
"http://www.ciaaw.org",34630521,"academia_uni"
"http://www.ciaaw.org",39616594,"academia_pub"
"http://www.ciaaw.org",40245758,"academia_uni"
"http://www.cineplex.com",38012668,"vendor"
"http://www.cineplex.com",39332461,"vendor"
"http://www.cineplex.com",29971516,"no_profit"
"http://www.cineplex.com",42565441,"vendor"
"http://www.cineplex.com",37869484,"vendor"
"http://www.clsp.jhu.edu",25864227,"academia_uni"
"http://www.clsp.jhu.edu",40338958,"academia_uni"
"http://www.clsp.jhu.edu",41142695,"academia_uni"
"http://www.clsp.jhu.edu",32073845,"academia_uni"
"http://www.clsp.jhu.edu",36531316,"academia_uni"
"http://www.coolantarctica.com",35597784,"yes"
"http://www.coolantarctica.com",38511900,"yes"
"http://www.coolantarctica.com",42472271,"yes"
"http://www.coolantarctica.com",34391904,"yes"
"http://www.coolantarctica.com",35077324,"yes"
"http://www.crawltrack.net",41652222,"vendor"
"http://www.crawltrack.net",30055681,"vendor"
"http://www.crawltrack.net",34630521,"no"
"http://www.crawltrack.net",36113457,"vendor"
"http://www.crawltrack.net",15439343,"no_profit"
"http://www.crunchbase.com",36621052,"no"
"http://www.crunchbase.com",11021010,"nw"
"http://www.crunchbase.com",30055681,"no"
"http://www.crunchbase.com",38427455,"vendor"
"http://www.crunchbase.com",40323250,"cultural"
"http://www.culturalheritage.gov.mt",35597778,"yes"
"http://www.culturalheritage.gov.mt",35644614,"no"
"http://www.culturalheritage.gov.mt",35597774,"yes"
"http://www.culturalheritage.gov.mt",34391904,"yes"
"http://www.culturalheritage.gov.mt",40640602,"yes"
"http://www.cyclingnews.com",39920459,"non_trad_news"
"http://www.cyclingnews.com",38425753,"no"
"http://www.cyclingnews.com",37869484,"non_trad_news"
"http://www.cyclingnews.com",40245758,"trad_news"
"http://www.cyclingnews.com",35377304,"non_trad_news"
"http://www.cyclingnews.com",42372714,"non_trad_news"
"http://www.darkhorse.com",31001292,"no"
"http://www.darkhorse.com",39554633,"non_trad_news"
"http://www.darkhorse.com",39538622,"non_trad_news"
"http://www.darkhorse.com",41110198,"trad_news"
"http://www.darkhorse.com",34630521,"non_trad_news"
"http://www.darkhorse.com",39616594,"no"
"http://www.darkhorse.com",40245758,"trad_news"
"http://www.debian.org",21353389,"no_profit"
"http://www.debian.org",40950428,"vendor"
"http://www.debian.org",38012668,"ne"
"http://www.debian.org",38427455,"no_profit"
"http://www.debian.org",36946810,"vendor"
"http://www.debian.org",36621052,"no"
"http://www.discogs.com",39920459,"vendor"
"http://www.discogs.com",38425753,"no"
"http://www.discogs.com",37869484,"vendor"
"http://www.discogs.com",40245758,"ne"
"http://www.discogs.com",35377304,"vendor"
"http://www.discogs.com",42372714,"cultural"
"http://www.dnw.co.uk",36596402,"vendor"
"http://www.dnw.co.uk",34436396,"vendor"
"http://www.dnw.co.uk",27985936,"no_profit"
"http://www.dnw.co.uk",42259233,"political"
"http://www.dnw.co.uk",42405769,"vendor"
"http://www.dnw.co.uk",39073124,"vendor"
"http://www.dubaicityguide.com",41652222,"cultural"
"http://www.dubaicityguide.com",30055681,"no"
"http://www.dubaicityguide.com",34630521,"no"
"http://www.dubaicityguide.com",36113457,"no"
"http://www.dubaicityguide.com",15439343,"vendor"
"http://www.dulwichpicturegallery.org.uk",42414846,"cultural"
"http://www.dulwichpicturegallery.org.uk",25864227,"cultural"
"http://www.dulwichpicturegallery.org.uk",40338958,"cultural"
"http://www.dulwichpicturegallery.org.uk",41142695,"cultural"
"http://www.dulwichpicturegallery.org.uk",36531316,"cultural"
"http://www.e-yearbook.com",41652222,"vendor"
"http://www.e-yearbook.com",40323250,"vendor"
"http://www.e-yearbook.com",39554633,"no_profit"
"http://www.e-yearbook.com",41110198,"vendor"
"http://www.e-yearbook.com",39538622,"vendor"
"http://www.edanhughes.com",35597784,"yes"
"http://www.edanhughes.com",34098122,"yes"
"http://www.edanhughes.com",35597775,"yes"
"http://www.edanhughes.com",39140287,"yes"
"http://www.edanhughes.com",33803814,"yes"
"http://www.entente-ee.com",40640602,"no"
"http://www.entente-ee.com",40640600,"cultural"
"http://www.entente-ee.com",42471936,"no_profit"
"http://www.entente-ee.com",42402413,"cultural"
"http://www.entente-ee.com",38040405,"ne"
"http://www.esrb.org",34417954,"cultural"
"http://www.esrb.org",38511900,"no_profit"
"http://www.esrb.org",35644614,"vendor"
"http://www.esrb.org",34550698,"vendor"
"http://www.esrb.org",35077385,"no_profit"
"http://www.esrb.org",38164483,"no_profit"
"http://www.esrb.org",42472222,"no_profit"
"http://www.eurodressage.com",33732609,"non_trad_news"
"http://www.eurodressage.com",35679318,"non_trad_news"
"http://www.eurodressage.com",38040317,"non_trad_news"
"http://www.eurodressage.com",35597774,"non_trad_news"
"http://www.eurodressage.com",33573033,"non_trad_news"
"http://www.eurohandball.com",42414846,"vendor"
"http://www.eurohandball.com",25864227,"no"
"http://www.eurohandball.com",40338958,"no_profit"
"http://www.eurohandball.com",41142695,"no_profit"
"http://www.eurohandball.com",36531316,"political"
"http://www.europarl.europa.eu",40640600,"yes"
"http://www.europarl.europa.eu",42471936,"yes"
"http://www.europarl.europa.eu",42472203,"yes"
"http://www.europarl.europa.eu",35077385,"yes"
"http://www.europarl.europa.eu",32717039,"yes"
"http://www.europarl.europa.eu",35597791,"yes"
"http://www.fifa.com",25411600,"vendor"
"http://www.fifa.com",36606873,"no_profit"
"http://www.fifa.com",6355877,"vendor"
"http://www.fifa.com",41983503,"no_profit"
"http://www.fifa.com",39201925,"no"
"http://www.fifa.com",42472244,"no"
"http://www.fifa.com",38040154,"cultural"
"http://www.fifa.com",35077410,"no_profit"
"http://www.fifthharmonyofficial.com",35679318,"no"
"http://www.fifthharmonyofficial.com",38040154,"no"
"http://www.fifthharmonyofficial.com",38040317,"no"
"http://www.fifthharmonyofficial.com",35077410,"no"
"http://www.fifthharmonyofficial.com",42472222,"no_profit"
"http://www.filmreference.com",27985936,"no"
"http://www.filmreference.com",42405769,"non_trad_news"
"http://www.filmreference.com",42414846,"non_trad_news"
"http://www.filmreference.com",39073124,"trad_news"
"http://www.filmreference.com",40338958,"non_trad_news"
"http://www.findagrave.com",36596402,"no_profit"
"http://www.findagrave.com",33827939,"no"
"http://www.findagrave.com",27985936,"no"
"http://www.findagrave.com",42259233,"vendor"
"http://www.findagrave.com",42405769,"cultural"
"http://www.findagrave.com",15925358,"no"
"http://www.fivb.org",42565441,"no_profit"
"http://www.fivb.org",29971516,"no_profit"
"http://www.fivb.org",39332461,"no_profit"
"http://www.fivb.org",41110198,"no_profit"
"http://www.fivb.org",39554633,"no_profit"
"http://www.fundacionbancosantander.com",15439343,"cultural"
"http://www.fundacionbancosantander.com",11051473,"no"
"http://www.fundacionbancosantander.com",33827939,"vendor"
"http://www.fundacionbancosantander.com",36596402,"cultural"
"http://www.fundacionbancosantander.com",40297287,"political"
"http://www.fundacionbancosantander.com",42259233,"ne"
"http://www.futhead.com",35597784,"no"
"http://www.futhead.com",34098122,"vendor"
"http://www.futhead.com",36922135,"vendor"
"http://www.futhead.com",35597775,"no_profit"
"http://www.futhead.com",33803814,"no"
"http://www.fye.com",21353389,"vendor"
"http://www.fye.com",40950428,"vendor"
"http://www.fye.com",38012668,"vendor"
"http://www.fye.com",38427455,"vendor"
"http://www.fye.com",36946810,"vendor"
"http://www.fye.com",36621052,"no"
"http://www.gc-cup.com",35597778,"ne"
"http://www.gc-cup.com",34550698,"ne"
"http://www.gc-cup.com",38511900,"ne"
"http://www.gc-cup.com",42024632,"no_profit"
"http://www.gc-cup.com",33573033,"ne"
"http://www.gc-cup.com",35597784,"ne"
"http://www.gc-cup.com",38040405,"no"
"http://www.genealogy.math.ndsu.nodak.edu",34417954,"academia_uni"
"http://www.genealogy.math.ndsu.nodak.edu",40640602,"academia_pub"
"http://www.genealogy.math.ndsu.nodak.edu",42402413,"academia_pub"
"http://www.genealogy.math.ndsu.nodak.edu",35597774,"academia_pub"
"http://www.genealogy.math.ndsu.nodak.edu",32655193,"academia_uni"
"http://www.genealogy.math.ndsu.nodak.edu",39140287,"academia_uni"
"http://www.genome.gov",33732609,"yes"
"http://www.genome.gov",35679318,"yes"
"http://www.genome.gov",39731476,"yes"
"http://www.genome.gov",38040154,"yes"
"http://www.genome.gov",35077410,"yes"
"http://www.genome.gov",35597778,"yes"
"http://www.geonames.org",35644614,"no"
"http://www.geonames.org",35597774,"no"
"http://www.geonames.org",34391904,"no"
"http://www.geonames.org",40640602,"vendor"
"http://www.geonames.org",42402413,"no_profit"
"http://www.geopostcodes.com",36113457,"no"
"http://www.geopostcodes.com",39538622,"vendor"
"http://www.geopostcodes.com",35377304,"no_profit"
"http://www.geopostcodes.com",38425753,"no"
"http://www.geopostcodes.com",39920459,"vendor"
"http://www.geopostcodes.com",42372714,"vendor"
"http://www.getty.edu",32777849,"cultural"
"http://www.getty.edu",29971516,"cultural"
"http://www.getty.edu",36621052,"cultural"
"http://www.getty.edu",21353389,"cultural"
"http://www.getty.edu",36820845,"cultural"
"http://www.getty.edu",11021010,"cultural"
"http://www.getty.edu",42372714,"cultural"
"http://www.ghostscript.com",32417589,"no_profit"
"http://www.ghostscript.com",40640510,"no_profit"
"http://www.ghostscript.com",42472222,"no_profit"
"http://www.ghostscript.com",35597775,"no_profit"
"http://www.ghostscript.com",35597733,"no_profit"
"http://www.gmv.com",33732609,"no_profit"
"http://www.gmv.com",35679318,"no_profit"
"http://www.gmv.com",38040317,"cultural"
"http://www.gmv.com",35597774,"cultural"
"http://www.gmv.com",33573033,"cultural"
"http://www.gracesguide.co.uk",25864227,"no"
"http://www.gracesguide.co.uk",41142695,"no_profit"
"http://www.gracesguide.co.uk",32073845,"cultural"
"http://www.gracesguide.co.uk",36531316,"cultural"
"http://www.gracesguide.co.uk",36606873,"no_profit"
"http://www.guggenheim.org",38164483,"cultural"
"http://www.guggenheim.org",32417589,"cultural"
"http://www.guggenheim.org",32717039,"no_profit"
"http://www.guggenheim.org",42472271,"cultural"
"http://www.guggenheim.org",42471936,"no_profit"
"http://www.hardcoregamer.com",38164483,"no"
"http://www.hardcoregamer.com",32417589,"non_trad_news"
"http://www.hardcoregamer.com",42472271,"no"
"http://www.hardcoregamer.com",42471936,"trad_news"
"http://www.hardcoregamer.com",34391904,"non_trad_news"
"http://www.henry-moore.org",36113457,"political"
"http://www.henry-moore.org",39538622,"political"
"http://www.henry-moore.org",35377304,"cultural"
"http://www.henry-moore.org",38425753,"cultural"
"http://www.henry-moore.org",39920459,"political"
"http://www.henry-moore.org",42372714,"cultural"
"http://www.hermitagemuseum.org",35679318,"no_profit"
"http://www.hermitagemuseum.org",38040317,"cultural"
"http://www.hermitagemuseum.org",35077410,"cultural"
"http://www.hermitagemuseum.org",42024632,"cultural"
"http://www.hermitagemuseum.org",35597784,"cultural"
"http://www.hermitagemuseum.org",42472222,"cultural"
"http://www.hewlett.org",25864227,"no"
"http://www.hewlett.org",40338958,"no_profit"
"http://www.hewlett.org",41142695,"political"
"http://www.hewlett.org",32073845,"cultural"
"http://www.hewlett.org",36531316,"political"
"http://www.historicengland.org.uk",36596402,"cultural"
"http://www.historicengland.org.uk",33827939,"cultural"
"http://www.historicengland.org.uk",27985936,"no"
"http://www.historicengland.org.uk",42259233,"cultural"
"http://www.historicengland.org.uk",42405769,"cultural"
"http://www.historicengland.org.uk",15925358,"cultural"
"http://www.historyofparliamentonline.org",40640600,"political"
"http://www.historyofparliamentonline.org",35597807,"political"
"http://www.historyofparliamentonline.org",32717039,"political"
"http://www.historyofparliamentonline.org",33731955,"political"
"http://www.historyofparliamentonline.org",35597791,"no_profit"
"http://www.hmdb.ca",41652222,"no"
"http://www.hmdb.ca",30055681,"no_profit"
"http://www.hmdb.ca",34630521,"no"
"http://www.hmdb.ca",36113457,"no"
"http://www.hmdb.ca",15439343,"no_profit"
"http://www.holyhead.com",32777849,"yes"
"http://www.holyhead.com",29971516,"yes"
"http://www.holyhead.com",36621052,"yes"
"http://www.holyhead.com",21353389,"yes"
"http://www.holyhead.com",36820845,"no"
"http://www.holyhead.com",11021010,"no"
"http://www.holyhead.com",42372714,"yes"
"http://www.huffingtonpost.com",21353389,"non_trad_news"
"http://www.huffingtonpost.com",40950428,"trad_news"
"http://www.huffingtonpost.com",38012668,"trad_news"
"http://www.huffingtonpost.com",42565441,"trad_news"
"http://www.huffingtonpost.com",38427455,"non_trad_news"
"http://www.huffingtonpost.com",30055681,"non_trad_news"
